10/11/2013, Circle Left,Lynn Ackerson,The Whoots (Jim Oakden, Michelle Levy, Shira Kammen)
11/8/2013, Circle Left, Susan Michaels [SoCal], (Brian Theriault, Burke Trieschmann)
12/13/2013, Circle Left, Kristin Seibert [NC], (Erin Schrader, Richard Mandel)
1/10/2014, Circle Left, Andy Shore, The wiNgNuts (Chris Knepper, Will Wheeler, Christie Hubbard)
2/14/2014, Circle Left, Kelsey Hartman, (dj improper [MD])
3/14/2014, Circle Left, Christa Torrens, Raggedy Annes (Anne Goess, Andy Eggleston, Charlie Hancock)
5/16/2014, Circle Left, Frannie Mar [SoCal], Stringfire (Annie Rodier,James MacQueen,Patti Cobb,Erik Ievins)
6/13/2014, Circle Left, Eric Black, Uncle Farmer (Mike Sokolovsky, Ben Schreiber)
7/11/2014, Circle Left, Kelsey Hartman, Crabapples (Marta Lynch,Bob Silberstein,Norm Cotton,Teresa Fife)
8/8/2014, Circle Left, Nick Cuccia, (Shira Kammen, Charlie Hancock)
9/12/2014, Circle Left, Yoyo Shou, Stolen Goods (Ruthie Byers, Ben Kuhn)
2/1/2014, Queer Contra, Jean Gibson-Gorrindo, 	Sassafras Stomp [ME] (Johanna Davis, Adam Nordell, Putnam Smith)
3/1/2014, Queer Contra, Frannie Mar, (dj improper [MD])
4/5/2014, Queer Contra, Chris Ricciotti [MA], Roguery (Anita Anderson, Shira Kammen,  Jim Oakden, Dave Bartley)
9/6/2014, Queer Contra, Kelsey Hartman, Celador [NC] (David Hayes, Gretchen Caverly)
10/4/2014,  Queer Contra, Dean Allemang, Flower and McLaren (Robin Flower, Libby McLaren)
10/10/2014, Circle Left, Lynn Ackerson, StringFire (Annie Rodier, Patti Cobb, and Erik Ievins)
11/1/2014, Queer Contra, Andy Shore, The Aftershocks! (Topher Gayle, Dan Engle)
11/14/2014, Circle Left, Susan Petrick, Uncle Farmer (Ben Schreiber, Mike Sokolovsky)
12/6/2014, Queer Contra, Frannie Mar [SoCal], StringFire (Annie Rodier, Patti Cobb, Erik Ievins, James MacQueen)
12/12/2014, Circle Left, Eric Black, The Frequent Flyers (Laura Light [NC], Daniel Steinberg, Ben Schreiber)
1/3/2015, Queer Contra, Kalia Kliban, Julian and the Upside Sound ()
1/9/2015, Circle Left, Harris Lapiroff [DC], The wiNgNuts (Chris Knepper, Christie Hubbard, and Will Wheeler)
2/7/2015, Queer Contra, Erik Hoffman, The Whoots (Michelle Levy, Jim Oakden, and Charlie Hancock)
2/13/2015, Circle Left, Celia Ramsay, The Raggedy Annes (Anne Goess, Andy Eggleston, Charlie Hancock)
3/7/2015, Queer Contra, Rachel Shapiro Wallace [IL], Sassafras Stomp [NH] (Adam Nordell, Johanna Davis, Putnam Smith)
3/13/2015, Circle Left, Jean Gibson-Gorrindo, Buddy System (Noah VanNorstrand [NY], Julie Vallimont [MA])
4/4/2015, Queer Contra, Nick Cuccia, The Rosin Doctors (Erik Hoffman, Topher Gayle, Dan Engle)
5/2/2015, Queer Contra, Lynn Ackerson, (Will Wheeler, Christie Hubbard, and Yonatan Tietzz)
5/8/2015, Circle Left, Kalia Kliban, Stolen Goods (Ruthie Byers, Ben Kuhn, Will Wheeler)
6/6/2015, Queer Contra, Celia Ramsay, The Raggedy Annes (Anne Goess, Andy Eggleston, Charlie Hancock)
6/12/2015, Circle Left, Lindsey Dono, The Synaesthetics (Ben Schreiber, Daniel Steinberg, and Brian Rice)
7/10/2015, Circle Left, Lynn Ackerson, (Rodney Miller and Daniel Steinberg)
8/14/2015, Circle Left, Frannie Mar [SoCal], The Gaslight Tinkers (Garrett Sawyer, Peter Siegel, Zoe Darrow, Dave Noonan)
